id,verse_text,label,sentiment,len_text,processed_text
349.0,"the tablet telling where he ""fell on sleep,""--",2.0,no impact,46.0,tablet telling fell sleep
350.0,is writ in moods and frowns and wrinkles strange.,0.0,negative,49.0,writ mood frown wrinkle strange
351.0,"so there on an eve is sigurd in the ancient niblung hall,",2.0,no impact,57.0,eve sigurd ancient niblung hall
352.0,"good ringers, pull your best,"" quoth he.",1.0,positive,40.0,good ringer pull best quoth
353.0,to gather weeds in the regardless stream.,2.0,no impact,41.0,gather weed regardless stream
354.0,and the lure of what is called heaven is little or nothing to me.,3.0,mixed,65.0,lure called heaven little nothing
355.0,me up like that.  'essence de la valliere'--,2.0,no impact,44.0,like essence de la valliere
356.0,"but when i read of the brotherhood of lovers, how it was with them;",2.0,no impact,67.0,read brotherhood lover
357.0,all these were round my steady paces.,2.0,no impact,37.0,round steady pace
358.0,fearless but weary to thy arms i creep;,3.0,mixed,39.0,fearless weary thy arm creep
359.0,those cobweb nerves he could not dull within.,0.0,negative,45.0,cobweb nerve could dull within
360.0,"with dews of tropic morning wet,",2.0,no impact,32.0,dew tropic morning wet
361.0,"here those that in the rapid course delight,",1.0,positive,44.0,rapid course delight
362.0,‘received that cheque.’ but you!... i send you funds,2.0,no impact,52.0,‘ received cheque ’ send fund
363.0,and never be forgot in mighty rome,1.0,positive,34.0,never forgot mighty rome
364.0,"fooled with your promises,",0.0,negative,26.0,fooled promise
365.0,thy mission to a world of woe.,0.0,negative,30.0,thy mission world woe
366.0,attend your brother to the stygian flood.”,2.0,no impact,42.0,attend brother stygian flood ”
367.0,less often man--the harder of the two.,2.0,no impact,38.0,less often manthe harder two
368.0,"shining and shouting each to each that place),",2.0,no impact,46.0,shining shouting place
369.0,and call that brilliant flower the painted cup.,1.0,positive,47.0,call brilliant flower painted cup
370.0,"a privilege, i think,",2.0,no impact,21.0,privilege think
371.0,our frowning foemen of the night,0.0,negative,32.0,frowning foeman night
372.0,"of sainthood in purple the pattern and pick,",2.0,no impact,44.0,sainthood purple pattern pick
373.0,and bright in heaven's jewelled crown,1.0,positive,37.0,bright heaven jewelled crown
374.0,"when, dreadful to behold, from sea we spied",0.0,negative,43.0,dreadful behold sea spied
375.0,"halcyons of memory,",1.0,positive,19.0,halcyon memory
376.0,hale as the morn and happy as her song.,1.0,positive,39.0,hale morn happy song
377.0,and catered for it as the cretan bees,2.0,no impact,37.0,catered cretan bee
378.0,"some moment, nailed on sorrow's cross,",0.0,negative,38.0,moment nailed sorrow cross
379.0,"and in the air, her new voice luting soft,",1.0,positive,42.0,air new voice luting soft
380.0,with sincerest conviction their chairs to the shore;,1.0,positive,52.0,sincerest conviction chair shore
381.0,my prayer away i threw;,2.0,no impact,23.0,prayer away threw
382.0,"an old smoaked blanket arches oer his head,",2.0,no impact,43.0,old smoaked blanket arch oer head
383.0,the sundown's golden trail?,1.0,positive,27.0,sundown golden trail
384.0,"far, far away, o ye",2.0,no impact,19.0,far far away ye
385.0,"our saxon tongue has known,--",2.0,no impact,29.0,saxon tongue known
386.0,"“the nymph, who scatters flaming fires around,",0.0,negative,46.0,“ nymph scatter flaming fire around
387.0,"thus farr to try thee, adam, i was pleas'd,",1.0,positive,43.0,thus farr try thee adam pleasd
388.0,swifter far than youth's delight--,1.0,positive,34.0,swifter far youth delight
389.0,"all autumn pil'd, though spring and autumn here",2.0,no impact,47.0,autumn pild though spring autumn
390.0,"for 'twas e'en as a great god's slaying, and they feared the wrath of the sky;",0.0,negative,78.0,twas een great god slaying feared wrath sky
391.0,"but heaven in thy creation did decree,",2.0,no impact,38.0,heaven thy creation decree
392.0,and i've been like that silly girl.,0.0,negative,35.0,ive like silly girl
393.0,"burns in thee, child?--what good can thee betide,",2.0,no impact,49.0,burn thee childwhat good thee betide
394.0,"skins of otter, lynx, and ermine,",2.0,no impact,33.0,skin otter lynx ermine
395.0,to make a body curse.,0.0,negative,21.0,make body curse
396.0,"no, no, you have dismiss'd me; and i go",2.0,no impact,39.0,dismissd go
397.0,"and full of wonder, full of hope as he.",1.0,positive,39.0,full wonder full hope
398.0,were murmuring on the stifling air,0.0,negative,34.0,murmuring stifling air
399.0,"how poor these pallid phrases seem,",0.0,negative,35.0,poor pallid phrase seem
400.0,"‘these monsters, set out in the open sun,",0.0,negative,41.0,‘ monster set open sun
401.0,"before the saintly soul, whose human will",1.0,positive,41.0,saintly soul whose human
402.0,and on her ample square from side to side,2.0,no impact,41.0,ample square side side
403.0,"and hold the hours as joshua stayed the sun,--",2.0,no impact,46.0,hold hour joshua stayed sun
404.0,"he scarce had ended, when those two approachd",2.0,no impact,45.0,scarce ended two approachd
405.0,"blindness like that would scare the mole and bat,",0.0,negative,49.0,blindness like would scare mole bat
406.0,"did from the altar steal a smouldering brand,",0.0,negative,45.0,altar steal smouldering brand
407.0,"""he whose lot hath been",2.0,no impact,23.0,whose lot hath
408.0,"our present, our past, our to be,",2.0,no impact,33.0,present past
409.0,"now rise and look upon me.""  and she rose,",2.0,no impact,42.0,rise look upon rose
410.0,came sages urging on his foamy steed:,2.0,no impact,37.0,came sage urging foamy steed
411.0,"is beaten by the winds, with foggy vapours bound.",0.0,negative,49.0,beaten wind foggy vapour bound
412.0,"and finde thee knowing not of beasts alone,",2.0,no impact,43.0,finde thee knowing beast alone
413.0,"apple-blossoms pink, and low",2.0,no impact,28.0,appleblossoms pink low
414.0,"pride of thy sex, miss harriet martineau!",1.0,positive,41.0,pride thy sex miss harriet martineau
415.0,"we’ll say instead, the inconsequent creature, man,—",2.0,no impact,51.0,’ say instead inconsequent creature man—
416.0,until the bitter summons fell--,0.0,negative,31.0,bitter summons fell
417.0,with level wings swinging,2.0,no impact,25.0,level wing swinging
418.0,"lift not your hands in the banded war,",2.0,no impact,38.0,lift hand banded war
419.0,"would my heart and life flow onward, deathward, through this dream of",3.0,mixed,69.0,would heart life flow onward deathward dream
420.0,"but de lawd is all aroun' you,",2.0,no impact,30.0,de lawd aroun
421.0,"in slumber; for thine enemy never sleeps,",0.0,negative,41.0,slumber thine enemy never sleep
422.0,to hold it fast.,2.0,no impact,16.0,hold fast
423.0,"tain't the words alone, but feelin's,",2.0,no impact,37.0,taint word alone feelins
424.0,"no angry bolt, but harmless flame.",3.0,mixed,34.0,angry bolt harmless flame
425.0,the beauty and the joy of their renewed might.,1.0,positive,46.0,beauty joy renewed might
426.0,"oh, those days, so sweet, so happy,",1.0,positive,35.0,oh day sweet happy
427.0,if men are always at a loss,0.0,negative,27.0,men always loss
428.0,"they were wet, and glistened with raindrops, shed",2.0,no impact,49.0,wet glistened raindrop shed
429.0,and circling wonders fill the vast profound.,1.0,positive,44.0,circling wonder fill vast profound
430.0,"the love that lived through all the stormy past,",3.0,mixed,48.0,love lived stormy past
431.0,"but it is not enough, ah! not enough",2.0,no impact,36.0,enough ah enough
432.0,the pyramids have risen.,2.0,no impact,24.0,pyramid risen
433.0,"""play uppe, play uppe, o boston bells!",1.0,positive,38.0,play uppe play uppe boston bell
434.0,"is plain, thou say'st: but wherefore god this way",2.0,no impact,49.0,plain thou sayst wherefore god way
435.0,"to rise upon some other shore,",2.0,no impact,30.0,rise upon shore
436.0,"at dusk of eve,",2.0,no impact,15.0,dusk eve
437.0,"and then, as is my wont, i told",2.0,no impact,31.0,wont told
438.0,with warning cough and threatening wheeze,0.0,negative,41.0,warning cough threatening wheeze
439.0,"who had my mother's servant been,",2.0,no impact,33.0,mother servant
440.0,"daily struggling, though unloved and lonely,",0.0,negative,44.0,daily struggling though unloved lonely
441.0,"there's a certain slant of light,",2.0,no impact,33.0,there certain slant light
442.0,honour to the old bow-string!,1.0,positive,29.0,honour old bowstring
443.0,fall again.,2.0,no impact,11.0,fall
444.0,"love, on myriad lips fairer than yours, kisses you could not give! . . .",3.0,mixed,72.0,love myriad lip fairer kiss could give
445.0,how heavy it seemed! as heavy as a stone;,0.0,negative,41.0,heavy seemed heavy stone
446.0,"concerning him ye wot of, thus to think",2.0,no impact,39.0,concerning ye wot thus think
447.0,"thou too art victor, rochambeau!",1.0,positive,32.0,thou art victor rochambeau
448.0,"when thou hadst overcome the sharpness of death, thou didst open the kingdom of heaven to all believers.",3.0,mixed,104.0,thou hadst overcome sharpness death thou didst open kingdom heaven believer
449.0,"and wit, like ocean, rose and fell?--",3.0,mixed,37.0,wit like ocean rose fell
450.0,"how they had waited for him, to complete",2.0,no impact,40.0,waited complete
451.0,heart as though with ashes blending;,0.0,negative,36.0,heart though ash blending
452.0,and give a meaning to their lives; and still,2.0,no impact,44.0,give meaning life still
453.0,along the track. afore the noonday meal,2.0,no impact,39.0,along track afore noonday meal
454.0,but descend to the ocean again.,2.0,no impact,31.0,descend ocean
455.0,and yet its whole career,2.0,no impact,24.0,yet whole career
456.0,when waves forget to roll.,2.0,no impact,26.0,wave forget roll
457.0,"i see two boats with nets, lying off the shore of paumanok, quite still;",2.0,no impact,72.0,see two boat net lying shore paumanok quite still
458.0,"rais’d on the seas, the surges to control—",2.0,no impact,42.0,rais ’ sea surge control—
459.0,"passing to lap thy waters, crushed the flower",0.0,negative,45.0,passing lap thy water crushed flower
460.0,"ay, knelt and worshipped on, as love in beauty's bower,",1.0,positive,55.0,ay knelt worshipped love beauty bower
461.0,the tale is one of distant skies;,2.0,no impact,33.0,tale one distant sky
462.0,"the herded wolves, bold only to pursue;",2.0,no impact,39.0,herded wolf bold pursue
463.0,would we were bidden with the rest!,2.0,no impact,35.0,would bidden rest
464.0,feel the pulses of the brave,1.0,positive,28.0,feel pulse brave
465.0,"sparked a ruby through its heart,",1.0,positive,33.0,sparked ruby heart
466.0,"from the overhanging branches,",2.0,no impact,30.0,overhanging branch
467.0,"i see them mix'd with george's sons,",2.0,no impact,36.0,see mixd george son
468.0,"i watch you in your crystal sphere,",2.0,no impact,35.0,watch crystal sphere
469.0,daih 's de ho'n a blowin'!,2.0,no impact,26.0,daih de hon blowin
470.0,to teach in schools of little country towns,2.0,no impact,43.0,teach school little country town
471.0,"listening, with half-suspended breath,",2.0,no impact,38.0,listening halfsuspended breath
472.0,beneath thy gracious feet!,1.0,positive,26.0,beneath thy gracious foot
473.0,"his hand the captive's fetters broke,",0.0,negative,37.0,hand captive fetter broke
474.0,did this wood come floating thick,2.0,no impact,33.0,wood come floating thick
475.0,and confessors betwixt.,2.0,no impact,23.0,confessor betwixt
476.0,"his boundless gulfs and built his shore, thy breath,",2.0,no impact,52.0,boundless gulf built shore thy breath
477.0,"a hundred years, and fifty more, had spread their leaves and snows,",2.0,no impact,67.0,hundred year fifty spread leaf snow
478.0,and yet perhaps you had been startled less,2.0,no impact,42.0,yet perhaps startled less
479.0,"and say, ‘fie, pale-face! are you english girls",2.0,no impact,47.0,say ‘ fie paleface english girl
480.0,"at length they turn to nothing else but down,",2.0,no impact,45.0,length turn nothing else
481.0,"and, waking, find it vision,--none the less",2.0,no impact,43.0,waking find visionnone less
482.0,"here on the street as strangers do,",2.0,no impact,35.0,street stranger
483.0,it is but three times thou hast set thine eyes,2.0,no impact,46.0,three time thou hast set thine eye
484.0,"behind the heads of children) compliments,",2.0,no impact,42.0,behind head child compliment
485.0,"pulled by mules dat run like rabbits, each one tryin' to git ahead.",2.0,no impact,67.0,pulled mule dat run like rabbit one tryin git ahead
486.0,"unclasped the rusty belt beneath,",2.0,no impact,33.0,unclasped rusty belt beneath
487.0,you heard the news from vincent carrington.,2.0,no impact,43.0,heard news vincent carrington
488.0,"got the ill name of augurs, because they were bores, —)",0.0,negative,55.0,got ill name augur bore —
489.0,"sire, son, and grandson; so the century glides;",2.0,no impact,47.0,sire son grandson century glide
490.0,"but she guesses he is near,",2.0,no impact,27.0,guess near
491.0,"and so,",2.0,no impact,7.0,
492.0,"and tender thoughts, and prayers, remains,",1.0,positive,42.0,tender thought prayer remains
493.0,"then thro’ his breast his fatal sword he sent,",0.0,negative,46.0,thro ’ breast fatal sword sent
494.0,"""i mean estelle has always held the purse.""",2.0,no impact,43.0,mean estelle always held purse
495.0,"though books on manners are not out of print,",2.0,no impact,45.0,though book manner print
496.0,"so, then, without a word that might offend",2.0,no impact,42.0,without word might offend
497.0,"seed-field of simpler manners, braver truth,",1.0,positive,44.0,seedfield simpler manner braver truth
498.0,"the pain when it did live,",0.0,negative,26.0,pain live
499.0,"busy, with sacerdotal tailorings",2.0,no impact,32.0,busy sacerdotal tailoring
500.0,"upon whose boughs were wicker cages hung,",2.0,no impact,41.0,upon whose bough wicker cage hung
501.0,"soft, discontented eyes!",0.0,negative,24.0,soft discontented eye
